,vBR,sBR,timestamp
1,3.441086900784338,11.711478082509881,1578508534.0
2,43.75930980532321,65.21117176638785,1578595609.0
3,5.887850909609025,19.541122910748882,1578597333.0
4,24.05057469626078,41.56068963551294,1578660402.0
5,4.982530497358189,16.644097591546206,1578670533.0
6,5.164954429328438,17.227854173851004,1578673596.0
7,14.805195907684487,30.466235089221385,1578710051.0
8,5.834037880869863,19.36892121878356,1578748180.0
9,6.940596013712404,21.02871521645488,1578769599.0
10,7.982283725584154,22.278740470700985,1578771760.0
11,6.9015445391713435,20.981853447005612,1578780853.0
12,5.615282543869247,18.668904140381592,1578789683.0
13,5.392878066344064,17.957209812301002,1578793734.0
14,5.947681010926238,19.732579234963964,1578845730.0
15,5.411886219215191,18.01803590148861,1578914940.0
16,8.73012571790015,23.17615086148018,1578952438.0
17,5.687492628787105,18.899976412118736,1579016569.0
18,7.588627201133971,21.806352641360764,1579173554.0
19,5.894881683839314,19.563621388285803,1579214145.0
20,5.840931303371963,19.390980170790282,1579220158.0
21,5.960201912639375,19.772646120446,1579240428.0
22,8.357155394480142,22.72858647337617,1579246067.0
23,5.539902007568473,18.427686424219115,1579382967.0
24,4.919703929437501,16.443052574200006,1579445110.0
25,4.969158346441429,16.601306708612572,1579447964.0
26,4.972483035816558,16.611945714612986,1579448735.0
27,5.030553356053966,16.79777073937269,1579468199.0
28,5.569245189405062,18.521584606096198,1579604754.0
29,5.567347772283162,18.515512871306115,1579606405.0
30,4.774916485946739,15.979732755029566,1579651677.0
31,4.760546943152912,15.933750218089317,1579679426.0
32,5.35872929325963,17.847933738430818,1579754454.0
33,5.800333730188825,19.26106793660424,1579905454.0
34,5.84190273044903,19.394088737436896,1579950245.0
35,8.15633668095111,22.48760401714133,1579978894.0
36,7.709514062861658,21.95141687543399,1579997830.0
37,9.88909934041474,24.566919208497687,1580037329.0
38,5.998533984186344,19.8953087493963,1580077175.0
39,10.59149863015862,25.40979835619034,1580088838.0
40,8.563260951524196,22.975913141829032,1580126285.0
41,6.777533755841565,20.833040507009876,1580146073.0
42,12.345488068200858,27.51458568184103,1580150583.0
43,12.435466807658395,27.622560169190074,1580150622.0
44,15.720141444920234,31.56416973390428,1580170639.0
45,5.914665657985034,19.626930105552105,1580211493.0
46,7.706396290968273,21.94767554916193,1580256624.0
47,5.4290224731861345,18.07287191419563,1580307579.0
48,5.984236743348431,19.84955757871498,1580354245.0
49,5.976531948532596,19.824902235304307,1580415237.0
50,10.314872395286207,25.077846874343447,1580460886.0
51,5.788309131068961,19.222589219420676,1580471045.0
52,9.501890217595347,24.102268261114418,1580487843.0
53,9.223916966046087,23.768700359255305,1580645913.0
54,10.170018645247056,24.904022374296467,1580684019.0
55,10.48077303238074,25.276927638856886,1580816340.0
56,10.479985386564659,25.275982463877586,1580821266.0
57,14.666555959548834,30.2998671514586,1580843532.0
58,11.760852324736812,26.813022789684172,1580892232.0
59,12.176846095431316,27.31221531451758,1580920622.0
60,5.8654555342457595,19.46945770958643,1580978232.0
61,11.78785205587434,26.845422467049207,1581043584.0
62,13.1698158057804,28.50377896693648,1581047987.0
63,5.938039255824936,19.701725618639795,1581048827.0
64,5.8562196132634625,19.43990276244308,1581060359.0
65,7.692377133805705,21.930852560566844,1581083010.0
66,7.758700521349007,22.010440625618806,1581085466.0
67,10.1623531639601,24.89482379675212,1581131089.0
68,10.249788316031704,24.999745979238043,1581141317.0
69,8.653563173508013,23.084275808209615,1581202457.0
70,8.75553218513078,23.206638622156937,1581204870.0
71,11.649263055937112,26.679115667124535,1581240783.0
72,10.910776062606509,25.79293127512781,1581269836.0
73,13.078686441530937,28.394423729837122,1581294235.0
74,13.005686192532549,28.30682343103906,1581295793.0
75,11.401920355505949,26.38230442660714,1581314596.0
76,12.629671695637061,27.855606034764474,1581361190.0
77,10.236131889889831,24.983358267867796,1581377250.0
78,9.946109096057478,24.635330915268973,1581408483.0
79,11.579327074440902,26.595192489329083,1581435612.0
80,14.017710576104115,29.521252691324936,1581440606.0
81,13.45659102085454,28.847909225025447,1581445971.0
82,11.893098962372529,26.971718754847032,1581454585.0
83,5.967310323975027,19.795393036720082,1581500670.0
84,10.591162344552446,25.409394813462935,1581520778.0
85,6.49004297680955,20.488051572171457,1581534269.0
86,7.251962457375532,21.402354948850636,1581542932.0
87,5.951910785690146,19.746114514208465,1581576221.0
88,6.085173611530002,20.002208333836002,1581587679.0
89,11.539401932465266,26.547282318958317,1581635705.0
90,6.129118474032771,20.05494216883932,1581645165.0
91,8.088314889131345,22.405977866957613,1581678945.0
92,5.7732932692403836,19.174538461569227,1581705598.0
93,5.757185348419893,19.122993114943657,1581724988.0
94,14.187431460772002,29.7249177529264,1581794065.0
95,6.730848325653855,20.777017990784625,1581801394.0
96,25.359194440313665,43.1310333283764,1581858170.0
97,8.561291720213418,22.973550064256102,1581879405.0
98,9.733303016337764,24.37996361960532,1581890918.0
99,17.81499793612192,34.0779975233463,1581919863.0
100,17.826898333363765,34.092278000036515,1581920706.0
101,16.317383121726298,32.280859746071556,1581924944.0
102,15.898010847239535,31.77761301668744,1581928302.0
103,14.794280234933032,30.453136281919637,1581943376.0
104,14.763673292473005,30.416407950967606,1581945206.0
105,13.531560572016355,28.937872686419624,1581945456.0
106,13.971679063619543,29.46601487634345,1581947863.0
107,12.776369626564202,28.03164355187704,1581955101.0
108,9.709100576495475,24.35092069179457,1581972219.0
109,9.651092062005846,24.281310474407015,1581973108.0
110,25.956476191985608,43.84777143038273,1582013395.0
111,18.21131962178202,34.55358354613842,1582158132.0
112,9.58106095001544,24.197273140018524,1582198609.0
113,12.042816927960883,27.15138031355306,1582205090.0
114,10.152531844370596,24.883038213244713,1582242516.0
115,10.141726778597318,24.870072134316782,1582244421.0
116,7.952426833840576,22.24291220060869,1582264075.0
117,8.376153684546736,22.75138442145608,1582291347.0
118,8.83072221324996,23.29686665589995,1582302056.0
119,7.454282310976781,21.64513877317214,1582323604.0
120,9.413453962342707,23.996144754811244,1582336657.0
121,9.492091437093793,24.09050972451255,1582354082.0
122,9.996020155346804,24.695224186416162,1582358117.0
123,10.433837896868967,25.22060547624276,1582391480.0
124,6.821625685761642,20.88595082291397,1582409594.0
125,8.071952104193267,22.38634252503192,1582440363.0
126,5.976457055694386,19.824662578222036,1582534387.0
127,6.388062719547099,20.365675263456517,1582582002.0
128,9.51629582848206,24.11955499417847,1582697813.0
129,8.289838460641706,22.647806152770045,1582708577.0
